Property_ID,Building_ID,Parcel_ID,Floor_No,Unit_No,Area_sq_m,Property_Type,Prototype_3D_ULPIN
PROP-B434-F05-U502,B434,LP434,5,502,51.1,Residential,IND-AP-VSP-DVD-LP434-B434-F05-502
PROP-B434-F05-U503,B434,LP434,5,503,51.1,Residential,IND-AP-VSP-DVD-LP434-B434-F05-503
PROP-B434-F05-U504,B434,LP434,5,504,51.1,Residential,IND-AP-VSP-DVD-LP434-B434-F05-504
PROP-B435-F01-U101,B435,LP435,1,101,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F01-101
PROP-B435-F01-U102,B435,LP435,1,102,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F01-102
PROP-B435-F01-U103,B435,LP435,1,103,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F01-103
PROP-B435-F01-U104,B435,LP435,1,104,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F01-104
PROP-B435-F02-U201,B435,LP435,2,201,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F02-201
PROP-B435-F02-U202,B435,LP435,2,202,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F02-202
PROP-B435-F02-U203,B435,LP435,2,203,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F02-203
PROP-B435-F02-U204,B435,LP435,2,204,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F02-204
PROP-B435-F03-U301,B435,LP435,3,301,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F03-301
PROP-B435-F03-U302,B435,LP435,3,302,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F03-302
PROP-B435-F03-U303,B435,LP435,3,303,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F03-303
PROP-B435-F03-U304,B435,LP435,3,304,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F03-304
PROP-B435-F04-U401,B435,LP435,4,401,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F04-401
PROP-B435-F04-U402,B435,LP435,4,402,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F04-402
PROP-B435-F04-U403,B435,LP435,4,403,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F04-403
PROP-B435-F04-U404,B435,LP435,4,404,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F04-404
PROP-B435-F05-U501,B435,LP435,5,501,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F05-501
PROP-B435-F05-U502,B435,LP435,5,502,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F05-502
PROP-B435-F05-U503,B435,LP435,5,503,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F05-503
PROP-B435-F05-U504,B435,LP435,5,504,51.1,Residential,IND-AP-VSP-DVD-LP435-B435-F05-504
PROP-B436-F01-U101,B436,LP436,1,101,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F01-101
PROP-B436-F01-U102,B436,LP436,1,102,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F01-102
PROP-B436-F01-U103,B436,LP436,1,103,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F01-103
PROP-B436-F01-U104,B436,LP436,1,104,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F01-104
PROP-B436-F02-U201,B436,LP436,2,201,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F02-201
PROP-B436-F02-U202,B436,LP436,2,202,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F02-202
PROP-B436-F02-U203,B436,LP436,2,203,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F02-203
PROP-B436-F02-U204,B436,LP436,2,204,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F02-204
PROP-B436-F03-U301,B436,LP436,3,301,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F03-301
PROP-B436-F03-U302,B436,LP436,3,302,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F03-302
PROP-B436-F03-U303,B436,LP436,3,303,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F03-303
PROP-B436-F03-U304,B436,LP436,3,304,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F03-304
PROP-B436-F04-U401,B436,LP436,4,401,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F04-401
PROP-B436-F04-U402,B436,LP436,4,402,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F04-402
PROP-B436-F04-U403,B436,LP436,4,403,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F04-403
PROP-B436-F04-U404,B436,LP436,4,404,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F04-404
PROP-B436-F05-U501,B436,LP436,5,501,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F05-501
PROP-B436-F05-U502,B436,LP436,5,502,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F05-502
PROP-B436-F05-U503,B436,LP436,5,503,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F05-503
PROP-B436-F05-U504,B436,LP436,5,504,55.6,Residential,IND-AP-VSP-DVD-LP436-B436-F05-504
PROP-B437-F01-U101,B437,LP437,1,101,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F01-101
PROP-B437-F01-U102,B437,LP437,1,102,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F01-102
PROP-B437-F01-U103,B437,LP437,1,103,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F01-103
PROP-B437-F01-U104,B437,LP437,1,104,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F01-104
PROP-B437-F02-U201,B437,LP437,2,201,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F02-201
PROP-B437-F02-U202,B437,LP437,2,202,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F02-202
PROP-B437-F02-U203,B437,LP437,2,203,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F02-203
PROP-B437-F02-U204,B437,LP437,2,204,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F02-204
PROP-B437-F03-U301,B437,LP437,3,301,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F03-301
PROP-B437-F03-U302,B437,LP437,3,302,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F03-302
PROP-B437-F03-U303,B437,LP437,3,303,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F03-303
PROP-B437-F03-U304,B437,LP437,3,304,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F03-304
PROP-B437-F04-U401,B437,LP437,4,401,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F04-401
PROP-B437-F04-U402,B437,LP437,4,402,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F04-402
PROP-B437-F04-U403,B437,LP437,4,403,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F04-403
PROP-B437-F04-U404,B437,LP437,4,404,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F04-404
PROP-B437-F05-U501,B437,LP437,5,501,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F05-501
PROP-B437-F05-U502,B437,LP437,5,502,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F05-502
PROP-B437-F05-U503,B437,LP437,5,503,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F05-503
PROP-B437-F05-U504,B437,LP437,5,504,55.6,Residential,IND-AP-VSP-DVD-LP437-B437-F05-504
PROP-B438-F01-U101,B438,LP438,1,101,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F01-101
PROP-B438-F01-U102,B438,LP438,1,102,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F01-102
PROP-B438-F01-U103,B438,LP438,1,103,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F01-103
PROP-B438-F01-U104,B438,LP438,1,104,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F01-104
PROP-B438-F02-U201,B438,LP438,2,201,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F02-201
PROP-B438-F02-U202,B438,LP438,2,202,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F02-202
PROP-B438-F02-U203,B438,LP438,2,203,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F02-203
PROP-B438-F02-U204,B438,LP438,2,204,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F02-204
PROP-B438-F03-U301,B438,LP438,3,301,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F03-301
PROP-B438-F03-U302,B438,LP438,3,302,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F03-302
PROP-B438-F03-U303,B438,LP438,3,303,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F03-303
PROP-B438-F03-U304,B438,LP438,3,304,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F03-304
PROP-B438-F04-U401,B438,LP438,4,401,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F04-401
PROP-B438-F04-U402,B438,LP438,4,402,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F04-402
PROP-B438-F04-U403,B438,LP438,4,403,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F04-403
PROP-B438-F04-U404,B438,LP438,4,404,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F04-404
PROP-B438-F05-U501,B438,LP438,5,501,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F05-501
PROP-B438-F05-U502,B438,LP438,5,502,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F05-502
PROP-B438-F05-U503,B438,LP438,5,503,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F05-503
PROP-B438-F05-U504,B438,LP438,5,504,50.1,Residential,IND-AP-VSP-DVD-LP438-B438-F05-504
PROP-B439-F01-U101,B439,LP439,1,101,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F01-101
PROP-B439-F01-U102,B439,LP439,1,102,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F01-102
PROP-B439-F01-U103,B439,LP439,1,103,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F01-103
PROP-B439-F01-U104,B439,LP439,1,104,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F01-104
PROP-B439-F02-U201,B439,LP439,2,201,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F02-201
PROP-B439-F02-U202,B439,LP439,2,202,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F02-202
PROP-B439-F02-U203,B439,LP439,2,203,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F02-203
PROP-B439-F02-U204,B439,LP439,2,204,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F02-204
PROP-B439-F03-U301,B439,LP439,3,301,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F03-301
PROP-B439-F03-U302,B439,LP439,3,302,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F03-302
PROP-B439-F03-U303,B439,LP439,3,303,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F03-303
PROP-B439-F03-U304,B439,LP439,3,304,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F03-304
PROP-B439-F04-U401,B439,LP439,4,401,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F04-401
PROP-B439-F04-U402,B439,LP439,4,402,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F04-402
PROP-B439-F04-U403,B439,LP439,4,403,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F04-403
PROP-B439-F04-U404,B439,LP439,4,404,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F04-404
PROP-B439-F05-U501,B439,LP439,5,501,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F05-501
PROP-B439-F05-U502,B439,LP439,5,502,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F05-502
PROP-B439-F05-U503,B439,LP439,5,503,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F05-503
PROP-B439-F05-U504,B439,LP439,5,504,50.1,Residential,IND-AP-VSP-DVD-LP439-B439-F05-504
PROP-B440-F01-U101,B440,LP440,1,101,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F01-101
PROP-B440-F01-U102,B440,LP440,1,102,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F01-102
PROP-B440-F01-U103,B440,LP440,1,103,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F01-103
PROP-B440-F01-U104,B440,LP440,1,104,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F01-104
PROP-B440-F02-U201,B440,LP440,2,201,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F02-201
PROP-B440-F02-U202,B440,LP440,2,202,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F02-202
PROP-B440-F02-U203,B440,LP440,2,203,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F02-203
PROP-B440-F02-U204,B440,LP440,2,204,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F02-204
PROP-B440-F03-U301,B440,LP440,3,301,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F03-301
PROP-B440-F03-U302,B440,LP440,3,302,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F03-302
PROP-B440-F03-U303,B440,LP440,3,303,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F03-303
PROP-B440-F03-U304,B440,LP440,3,304,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F03-304
PROP-B440-F04-U401,B440,LP440,4,401,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F04-401
PROP-B440-F04-U402,B440,LP440,4,402,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F04-402
PROP-B440-F04-U403,B440,LP440,4,403,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F04-403
PROP-B440-F04-U404,B440,LP440,4,404,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F04-404
PROP-B440-F05-U501,B440,LP440,5,501,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F05-501
PROP-B440-F05-U502,B440,LP440,5,502,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F05-502
PROP-B440-F05-U503,B440,LP440,5,503,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F05-503
PROP-B440-F05-U504,B440,LP440,5,504,50.1,Residential,IND-AP-VSP-DVD-LP440-B440-F05-504
PROP-B441-F01-U101,B441,LP441,1,101,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F01-101
PROP-B441-F01-U102,B441,LP441,1,102,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F01-102
PROP-B441-F01-U103,B441,LP441,1,103,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F01-103
PROP-B441-F01-U104,B441,LP441,1,104,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F01-104
PROP-B441-F02-U201,B441,LP441,2,201,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F02-201
PROP-B441-F02-U202,B441,LP441,2,202,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F02-202
PROP-B441-F02-U203,B441,LP441,2,203,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F02-203
PROP-B441-F02-U204,B441,LP441,2,204,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F02-204
PROP-B441-F03-U301,B441,LP441,3,301,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F03-301
PROP-B441-F03-U302,B441,LP441,3,302,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F03-302
PROP-B441-F03-U303,B441,LP441,3,303,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F03-303
PROP-B441-F03-U304,B441,LP441,3,304,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F03-304
PROP-B441-F04-U401,B441,LP441,4,401,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F04-401
PROP-B441-F04-U402,B441,LP441,4,402,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F04-402
PROP-B441-F04-U403,B441,LP441,4,403,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F04-403
PROP-B441-F04-U404,B441,LP441,4,404,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F04-404
PROP-B441-F05-U501,B441,LP441,5,501,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F05-501
PROP-B441-F05-U502,B441,LP441,5,502,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F05-502
PROP-B441-F05-U503,B441,LP441,5,503,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F05-503
PROP-B441-F05-U504,B441,LP441,5,504,50.1,Residential,IND-AP-VSP-DVD-LP441-B441-F05-504
PROP-B442-F01-U101,B442,LP442,1,101,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F01-101
PROP-B442-F01-U102,B442,LP442,1,102,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F01-102
PROP-B442-F01-U103,B442,LP442,1,103,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F01-103
PROP-B442-F01-U104,B442,LP442,1,104,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F01-104
PROP-B442-F02-U201,B442,LP442,2,201,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F02-201
PROP-B442-F02-U202,B442,LP442,2,202,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F02-202
PROP-B442-F02-U203,B442,LP442,2,203,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F02-203
PROP-B442-F02-U204,B442,LP442,2,204,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F02-204
PROP-B442-F03-U301,B442,LP442,3,301,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F03-301
PROP-B442-F03-U302,B442,LP442,3,302,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F03-302
PROP-B442-F03-U303,B442,LP442,3,303,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F03-303
PROP-B442-F03-U304,B442,LP442,3,304,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F03-304
PROP-B442-F04-U401,B442,LP442,4,401,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F04-401
PROP-B442-F04-U402,B442,LP442,4,402,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F04-402
PROP-B442-F04-U403,B442,LP442,4,403,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F04-403
PROP-B442-F04-U404,B442,LP442,4,404,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F04-404
PROP-B442-F05-U501,B442,LP442,5,501,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F05-501
PROP-B442-F05-U502,B442,LP442,5,502,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F05-502
PROP-B442-F05-U503,B442,LP442,5,503,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F05-503
PROP-B442-F05-U504,B442,LP442,5,504,50.1,Residential,IND-AP-VSP-DVD-LP442-B442-F05-504
PROP-B443-F01-U101,B443,LP443,1,101,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F01-101
PROP-B443-F01-U102,B443,LP443,1,102,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F01-102
PROP-B443-F01-U103,B443,LP443,1,103,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F01-103
PROP-B443-F01-U104,B443,LP443,1,104,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F01-104
PROP-B443-F02-U201,B443,LP443,2,201,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F02-201
PROP-B443-F02-U202,B443,LP443,2,202,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F02-202
PROP-B443-F02-U203,B443,LP443,2,203,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F02-203
PROP-B443-F02-U204,B443,LP443,2,204,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F02-204
PROP-B443-F03-U301,B443,LP443,3,301,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F03-301
PROP-B443-F03-U302,B443,LP443,3,302,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F03-302
PROP-B443-F03-U303,B443,LP443,3,303,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F03-303
PROP-B443-F03-U304,B443,LP443,3,304,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F03-304
PROP-B443-F04-U401,B443,LP443,4,401,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F04-401
PROP-B443-F04-U402,B443,LP443,4,402,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F04-402
PROP-B443-F04-U403,B443,LP443,4,403,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F04-403
PROP-B443-F04-U404,B443,LP443,4,404,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F04-404
PROP-B443-F05-U501,B443,LP443,5,501,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F05-501
PROP-B443-F05-U502,B443,LP443,5,502,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F05-502
PROP-B443-F05-U503,B443,LP443,5,503,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F05-503
PROP-B443-F05-U504,B443,LP443,5,504,50.1,Residential,IND-AP-VSP-DVD-LP443-B443-F05-504
PROP-B444-F01-U101,B444,LP444,1,101,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F01-101
PROP-B444-F01-U102,B444,LP444,1,102,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F01-102
PROP-B444-F01-U103,B444,LP444,1,103,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F01-103
PROP-B444-F01-U104,B444,LP444,1,104,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F01-104
PROP-B444-F02-U201,B444,LP444,2,201,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F02-201
PROP-B444-F02-U202,B444,LP444,2,202,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F02-202
PROP-B444-F02-U203,B444,LP444,2,203,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F02-203
PROP-B444-F02-U204,B444,LP444,2,204,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F02-204
PROP-B444-F03-U301,B444,LP444,3,301,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F03-301
PROP-B444-F03-U302,B444,LP444,3,302,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F03-302
PROP-B444-F03-U303,B444,LP444,3,303,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F03-303
PROP-B444-F03-U304,B444,LP444,3,304,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F03-304
PROP-B444-F04-U401,B444,LP444,4,401,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F04-401
PROP-B444-F04-U402,B444,LP444,4,402,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F04-402
PROP-B444-F04-U403,B444,LP444,4,403,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F04-403
PROP-B444-F04-U404,B444,LP444,4,404,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F04-404
PROP-B444-F05-U501,B444,LP444,5,501,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F05-501
PROP-B444-F05-U502,B444,LP444,5,502,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F05-502
PROP-B444-F05-U503,B444,LP444,5,503,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F05-503
PROP-B444-F05-U504,B444,LP444,5,504,50.1,Residential,IND-AP-VSP-DVD-LP444-B444-F05-504
PROP-B445-F01-U101,B445,LP445,1,101,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F01-101
PROP-B445-F01-U102,B445,LP445,1,102,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F01-102
PROP-B445-F01-U103,B445,LP445,1,103,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F01-103
PROP-B445-F01-U104,B445,LP445,1,104,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F01-104
PROP-B445-F02-U201,B445,LP445,2,201,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F02-201
PROP-B445-F02-U202,B445,LP445,2,202,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F02-202
PROP-B445-F02-U203,B445,LP445,2,203,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F02-203
PROP-B445-F02-U204,B445,LP445,2,204,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F02-204
PROP-B445-F03-U301,B445,LP445,3,301,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F03-301
PROP-B445-F03-U302,B445,LP445,3,302,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F03-302
PROP-B445-F03-U303,B445,LP445,3,303,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F03-303
PROP-B445-F03-U304,B445,LP445,3,304,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F03-304
PROP-B445-F04-U401,B445,LP445,4,401,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F04-401
PROP-B445-F04-U402,B445,LP445,4,402,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F04-402
PROP-B445-F04-U403,B445,LP445,4,403,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F04-403
PROP-B445-F04-U404,B445,LP445,4,404,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F04-404
PROP-B445-F05-U501,B445,LP445,5,501,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F05-501
PROP-B445-F05-U502,B445,LP445,5,502,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F05-502
PROP-B445-F05-U503,B445,LP445,5,503,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F05-503
PROP-B445-F05-U504,B445,LP445,5,504,50.1,Residential,IND-AP-VSP-DVD-LP445-B445-F05-504
PROP-B446-F01-U101,B446,LP446,1,101,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F01-101
PROP-B446-F01-U102,B446,LP446,1,102,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F01-102
PROP-B446-F01-U103,B446,LP446,1,103,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F01-103
PROP-B446-F01-U104,B446,LP446,1,104,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F01-104
PROP-B446-F02-U201,B446,LP446,2,201,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F02-201
PROP-B446-F02-U202,B446,LP446,2,202,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F02-202
PROP-B446-F02-U203,B446,LP446,2,203,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F02-203
PROP-B446-F02-U204,B446,LP446,2,204,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F02-204
PROP-B446-F03-U301,B446,LP446,3,301,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F03-301
PROP-B446-F03-U302,B446,LP446,3,302,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F03-302
PROP-B446-F03-U303,B446,LP446,3,303,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F03-303
PROP-B446-F03-U304,B446,LP446,3,304,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F03-304
PROP-B446-F04-U401,B446,LP446,4,401,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F04-401
PROP-B446-F04-U402,B446,LP446,4,402,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F04-402
PROP-B446-F04-U403,B446,LP446,4,403,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F04-403
PROP-B446-F04-U404,B446,LP446,4,404,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F04-404
PROP-B446-F05-U501,B446,LP446,5,501,50.1,Residential,IND-AP-VSP-DVD-LP446-B446-F05-501
